show_id,type,title,director,cast,country,year_added,release_year,rating,duration,category
81145628,Movie,"Norm of the North: King Sized Adventure","Richard Finn, Tim Maltby","Alan Marriott, Andrew Toth, Brian Dobson, Cole Howard, Jennifer Cameron, Jonathan Holmes, Lee Tockar, Lisa Durupt, Maya Kay, Michael Dobson","United States, India, South Korea, China",2019,2019,TV-PG,"90 min","Children & Family Movies, Comedies"
80117401,Movie,"Jandino: Whatever it Takes",,"Jandino Asporaat","United Kingdom",2016,2016,TV-MA,"94 min","Stand-Up Comedy"
70234439,"TV Show","Transformers Prime",,"Peter Cullen, Sumalee Montano, Frank Welker, Jeffrey Combs, Kevin Michael Richardson, Tania Gunadi, Josh Keaton, Steve Blum, Andy Pessoa, Ernie Hudson, Daran Norris, Will Friedle","United States",2018,2013,TV-Y7-FV,"1 Season","Kids' TV"
80058654,"TV Show","Transformers: Robots in Disguise",,"Will Friedle, Darren Criss, Constance Zimmer, Khary Payton, Mitchell Whitfield, Stuart Allan, Ted McGinley, Peter Cullen","United States",2018,2016,TV-Y7,"1 Season","Kids' TV"
80125979,Movie,#realityhigh,"Fernando Lebrija","Nesta Cooper, Kate Walsh, John Michael Higgins, Keith Powers, Alicia Sanz, Jake Borelli, Kid Ink, Yousef Erakat, Rebekah Graf, Anne Winters, Peter Gilroy, Patrick Davis","United States",2017,2017,TV-14,"99 min",Comedies
80163890,"TV Show",Apaches,,"Alberto Ammann, Eloy Azorín, Verónica Echegui, Lucía Jiménez, Claudia Traisac",Spain,2017,2016,TV-MA,"1 Season","Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
70304989,Movie,Automata,"Gabe Ibáñez","Antonio Banderas, Dylan McDermott, Melanie Griffith, Birgitte Hjort Sørensen, Robert Forster, Christa Campbell, Tim McInnerny, Andy Nyman, David Ryall","Bulgaria, United States, Spain, Canada",2017,2014,R,"110 min","International Movies, Sci-Fi & Fantasy, Thrillers"
80164077,Movie,"Fabrizio Copano: Solo pienso en mi","Rodrigo Toro, Francisco Schultz","Fabrizio Copano",Chile,2017,2017,TV-MA,"60 min","Stand-Up Comedy"
80117902,"TV Show","Fire Chasers",,,"United States",2017,2017,TV-MA,"1 Season","Docuseries, Science & Nature TV"
70304990,Movie,"Good People","Henrik Ruben Genz","James Franco, Kate Hudson, Tom Wilkinson, Omar Sy, Sam Spruell, Anna Friel, Thomas Arnold, Oliver Dimsdale, Diana Hardcastle, Michael Jibson, Diarmaid Murtagh","United States, United Kingdom, Denmark, Sweden",2017,2014,R,"90 min","Action & Adventure, Thrillers"
80169755,Movie,"Joaquín Reyes: Una y no más","José Miguel Contreras","Joaquín Reyes",,2017,2017,TV-MA,"78 min","Stand-Up Comedy"
70299204,Movie,"Kidnapping Mr. Heineken","Daniel Alfredson","Jim Sturgess, Sam Worthington, Ryan Kwanten, Anthony Hopkins, Mark van Eeuwen, Thomas Cocquerel, Jemima West, David Dencik","Netherlands, Belgium, United Kingdom, United States",2017,2015,R,"95 min","Action & Adventure, Dramas, International Movies"
80182480,Movie,"Krish Trish and Baltiboy",,"Damandeep Singh Baggan, Smita Malhotra, Baba Sehgal",,2017,2009,TV-Y7,"58 min","Children & Family Movies"
80182483,Movie,"Krish Trish and Baltiboy: Battle of Wits","Munjal Shroff, Tilak Shetty","Damandeep Singh Baggan, Smita Malhotra, Baba Sehgal, Deepak Chachra",,2017,2013,TV-Y7,"62 min","Children & Family Movies"
80182596,Movie,"Krish Trish and Baltiboy: Best Friends Forever","Munjal Shroff, Tilak Shetty","Damandeep Singh Baggan, Smita Malhotra, Deepak Chachra",,2017,2016,TV-Y,"65 min","Children & Family Movies"
80182482,Movie,"Krish Trish and Baltiboy: Comics of India","Tilak Shetty","Damandeep Singh Baggan, Smita Malhotra, Baba Sehgal",,2017,2012,TV-Y7,"61 min","Children & Family Movies"
80182597,Movie,"Krish Trish and Baltiboy: Oversmartness Never Pays","Tilak Shetty","Rishi Gambhir, Smita Malhotra, Deepak Chachra",,2017,2017,TV-Y7,"65 min","Children & Family Movies"
80182481,Movie,"Krish Trish and Baltiboy: Part II",,"Damandeep Singh Baggan, Smita Malhotra, Baba Sehgal",,2017,2010,TV-Y7,"58 min","Children & Family Movies"
80182621,Movie,"Krish Trish and Baltiboy: The Greatest Trick","Munjal Shroff, Tilak Shetty","Damandeep Singh Baggan, Smita Malhotra, Baba Sehgal",,2017,2013,TV-Y7,"60 min","Children & Family Movies"
80057969,Movie,Love,"Gaspar Noé","Karl Glusman, Klara Kristin, Aomi Muyock, Ugo Fox, Juan Saavedra, Gaspar Noé, Isabelle Nicou, Benoît Debie, Vincent Maraval, Déborah Révy","France, Belgium",2017,2015,NR,"135 min","Cult Movies, Dramas, Independent Movies"
80060297,Movie,"Manhattan Romance","Tom O'Brien","Tom O'Brien, Katherine Waterston, Caitlin Fitzgerald, Gaby Hoffmann, Louis Cancelmi, Zach Grenier","United States",2017,2014,TV-14,"98 min","Comedies, Independent Movies, Romantic Movies"
80046728,Movie,Moonwalkers,"Antoine Bardou-Jacquet","Ron Perlman, Rupert Grint, Robert Sheehan, Stephen Campbell Moore, Eric Lampaert, Kevin Bishop, Tom Audenaert, Erika Sainte","France, Belgium",2017,2015,R,"96 min","Action & Adventure, Comedies, International Movies"
80046727,Movie,"Rolling Papers","Mitch Dickman",,"United States, Uruguay",2017,2015,TV-MA,"79 min",Documentaries
70304988,Movie,"Stonehearst Asylum","Brad Anderson","Kate Beckinsale, Jim Sturgess, David Thewlis, Brendan Gleeson, Ben Kingsley, Michael Caine, Jason Flemyng, Sophie Kennedy Clark, Sinéad Cusack, Edmund Kingsley","United States",2017,2014,PG-13,"113 min","Horror Movies, Thrillers"
80057700,Movie,"The Runner","Austin Stark","Nicolas Cage, Sarah Paulson, Connie Nielsen, Wendell Pierce, Bryan Batt, Peter Fonda, Dana Gourrier","United States",2017,2015,R,"90 min","Dramas, Independent Movies"
80045922,Movie,"6 Years","Hannah Fidell","Taissa Farmiga, Ben Rosenfield, Lindsay Burdge, Joshua Leonard, Jennifer Lafleur, Peter Vack, Dana Wheeler-Nicholson, Jason Newman, Molly McMichael","United States",2015,2015,NR,"80 min","Dramas, Independent Movies, Romantic Movies"
80244601,"TV Show","Castle of Stars",,"Chaiyapol Pupart, Jintanutda Lummakanon, Worrawech Danuwong, Ornjira Lamwilai, Yong Armchair, Keerati Mahapreukpong, Akarat Nimitchai, Kornpassorn Duaysianklao, Nattapong Chartpong",,2018,2015,TV-14,"1 Season","International TV Shows, Romantic TV Shows, TV Comedies"
80203094,Movie,"City of Joy","Madeleine Gavin",,"United States,",2018,2018,TV-MA,"77 min",Documentaries
80190843,"TV Show","First and Last",,,,2018,2018,TV-MA,"1 Season",Docuseries
70241607,Movie,Laddaland,"Sopon Sukdapisit","Saharat Sangkapreecha, Pok Piyatida Woramusik, Sutatta Udomsilp, Athipich Chutiwatkajornchai, Deuntem Salitul, Sahajak Boonthanakit",Thailand,2018,2011,TV-MA,"112 min","Horror Movies, International Movies"
80988892,Movie,"Next Gen","Kevin R. Adams, Joe Ksander","John Krasinski, Charlyne Yi, Jason Sudeikis, Michael Peña, David Cross, Constance Wu","China, Canada, United States",2018,2018,TV-PG,"106 min","Children & Family Movies, Comedies, Sci-Fi & Fantasy"
80239639,Movie,"Sierra Burgess Is A Loser","Ian Samuels","Shannon Purser, Kristine Froseth, RJ Cyler, Noah Centineo, Loretta Devine, Giorgia Whigham, Alice Lee, Lea Thompson, Alan Ruck, Mary Pat Gleason, Chrissy Metz","United States",2018,2018,PG-13,"106 min","Comedies, Romantic Movies"
80159586,Movie,"The Most Assassinated Woman in the World","Franck Ribière","Anna Mouglalis, Niels Schneider, André Wilms, Michel Fau, Sissi Duparc, Jean-Michel Balthazar, Julie Recoing, Eric Godon, Maya Coline, Constance Dollé","Belgium, United Kingdom, United States",2018,2018,TV-MA,"102 min","Dramas, International Movies, Thrillers"
80152447,Movie,"Cézanne et moi","Daniele Thompson","Guillaume Canet, Guillaume Gallienne, Alice Pol, Déborah François, Sabine Azéma, Freya Mavor, Isabelle Candelier, Laurent Stocker","Belgium, France",2017,2016,R,"114 min","Dramas, Independent Movies, International Movies"
80221550,"TV Show","Archibald's Next Big Thing",,"Tony Hale, Rosamund Pike, Jordan Fisher, Chelsea Kane, Adam Pally, Kari Wahlgren",,2019,2019,TV-Y7,"1 Season","Kids' TV, TV Comedies"
81154455,Movie,"Article 15","Anubhav Sinha","Ayushmann Khurrana, Nassar, Manoj Pahwa, Kumud Mishra, Isha Talwar, Sayani Gupta, Mohammed Zeeshan Ayyub, Subhrajyoti Barat, Sushil Pandey, Aakash Dabhade",India,2019,2019,TV-MA,"125 min","Dramas, International Movies, Thrillers"
81113928,Movie,"Care of Kancharapalem","Maha Venkatesh","Subba Rao Vepada, Radha Bessy, Kesava Karri, Nithyasri Goru, Karthik Rathnam, Praneetha Patnaik, Mohan Bhagath, Praveena Paruchuri",,2019,2018,TV-14,"142 min","Comedies, Dramas, Independent Movies"
81052275,Movie,"Ee Nagaraniki Emaindi","Tharun Bhascker","Vishwaksen Naidu, Sushanth Reddy, Abhinav Gomatam, Venkatesh Kakumanu, Anisha Ambrose, Simran Choudhary",India,2019,2018,TV-14,"133 min","Comedies, International Movies"
81132437,Movie,"Kill Me If You Dare","Şenol Sönmez","Murat Boz, Seda Bakan, Açelya Topaloğlu, Özgür Emre Yıldırım, Seda Güven, Yosi Mizrahi, Dilşad Şimşek, Ali Yoğurtçuoğlu",,2019,2019,TV-14,"100 min","Comedies, International Movies, Romantic Movies"
80178151,"TV Show","The Spy",,"Sacha Baron Cohen, Noah Emmerich, Hadar Ratzon Rotem, Alexander Siddig, Waleed Zuaiter, Nassim Lyes",France,2019,2019,TV-MA,"1 Season","International TV Shows, TV Dramas, TV Thrillers"
80058026,Movie,"Hell and Back","Tom Gianas, Ross R. Shuman","Nick Swardson, Mila Kunis, Bob Odenkirk, T.J. Miller, Rob Riggle, Susan Sarandon, Danny McBride, Jennifer Coolidge, John Farley, Maria Bamford","United States",2018,2015,R,"86 min","Action & Adventure, Comedies, Independent Movies"
70303496,Movie,PK,"Rajkumar Hirani","Aamir Khan, Anuskha Sharma, Sanjay Dutt, Saurabh Shukla, Parikshat Sahni, Sushant Singh Rajput, Boman Irani, Rukhsar",India,2018,2014,TV-14,"146 min","Comedies, Dramas, International Movies"
80162141,Movie,"Hard Tide","Robert Osman, Nathanael Wiseman","Nathanael Wiseman, Mem Ferda, Alexandra Newick, Oliver Stark, Kat Gellin, Andy Lucas, Ralph Brown, Beverly Hills","United Kingdom",2017,2015,TV-MA,"79 min","Dramas, Independent Movies"
80095641,Movie,"Elstree 1976","Jon Spira","Paul Blake, Jeremy Bulloch, John Chapman, Anthony Forrest, Laurie Goode, Garrick Hagon, Derek Lyons, Angus MacInnes, David Prowse, Pam Rose","United Kingdom",2016,2015,TV-PG,"102 min",Documentaries
81176188,Movie,"American Factory: A Conversation with the Obamas",,"President Barack Obama, Michelle Obama, Julia Reichert, Steven Bognar",,2019,2019,TV-G,"10 min",Documentaries
80159880,Movie,ATM,"Mez Tharatorn","Chantavit Dhanasevi, Preechaya Pongthananikorn, Chaleumpol Tikumpornteerawong, Thawat Pornrattanaprasert, Sananthachat Thanapatpisal, Pongkool Suebsung, Puttachat Pongsuchat, Gornpop Janjaroen, Yanee Tramoth, Pongsatorn Jongwilak","United States, Canada",2018,2012,TV-14,"122 min","Comedies, International Movies, Romantic Movies"
81016044,Movie,"Bangkok Traffic (Love) Story","Adisorn Tresirikasem","Theeradej Wongpuapan, Sirin Horwang, Ungsumalynn Sirapatsakmetha, Panissara Phimpru, Taksaorn Paksukcharern, Charlie Trairat, Kazuki Yano",Thailand,2018,2009,TV-14,"126 min","Comedies, International Movies, Romantic Movies"
80158838,Movie,"I Fine... Thank You... Love You","Mez Tharatorn","Preechaya Pongthananikorn, Sunny Suwanmethanont, Sora Aoi, Puttachat Pongsuchat, Popetorn Soonthornyanakij",Thailand,2018,2014,TV-14,"116 min","Comedies, International Movies, Romantic Movies"
81016045,Movie,"One Day","Banjong Pisanthanakun","Chantavit Dhanasevi, Nittha Jirayungyurn, Theerapat Sajakul, Prim Bulakul, Kris Srepoomseth, Somyos Matures, Sutthatip Wutichaipradit, Rermthon Kemapech, Kaz Sawamura",Thailand,2018,2016,TV-PG,"135 min","Dramas, International Movies, Romantic Movies"
70142798,Movie,"Phobia 2","Banjong Pisanthanakun, Paween Purikitpanya, Songyos Sugmakanan, Parkpoom Wongpoom, Visute Poolvoralaks","Jirayu La-ongmanee, Charlie Trairat, Worrawech Danuwong, Marsha Wattanapanich, Nicole Theriault, Chumphorn Thepphithak, Gacha Plienwithi, Suteerush Channukool, Peeratchai Roompol, Nattapong Chartpong",Thailand,2018,2009,TV-MA,"125 min","Horror Movies, International Movies"
70062814,Movie,Shutter,"Banjong Pisanthanakun, Parkpoom Wongpoom","Ananda Everingham, Natthaweeranuch Thongmee, Achita Sikamana, Unnop Chanpaibool, Titikarn Tongprasearth, Sivagorn Muttamara, Chachchaya Chalemphol, Kachormsak Naruepatr",Thailand,2018,2004,TV-MA,"96 min","Horror Movies, International Movies"
80158839,Movie,Suckseed,"Chayanop Boonprakob","Jirayu La-ongmanee, Pachara Chirathivat, Nattasha Nauljam, Thawat Pornrattanaprasert",Thailand,2018,2011,TV-MA,"130 min","Comedies, International Movies"
80147760,Movie,"Carrie Pilby","Susan Johnson","Bel Powley, Nathan Lane, Vanessa Bayer, Gabriel Byrne, Jason Ritter, Colin O'Donoghue, William Moseley, Desmin Borges","United States",2017,2016,TV-14,"98 min","Comedies, Dramas"
80177405,Movie,"Marc Maron: Too Real","Lynn Shelton","Marc Maron","United States",2017,2017,TV-MA,"70 min","Stand-Up Comedy"
80113482,"TV Show","No Tomorrow",,"Joshua Sasse, Tori Anderson, Jonathan Langdon, Sarayu Blue, Jesse Rath, Amy Pietz","United States",2017,2016,TV-14,"1 Season","Romantic TV Shows, TV Comedies, TV Dramas"
81160036,Movie,Saawan,"Farhan Alam","Karam Hussain, Arif Bahlim, Najiba Faiz, Saleem Mairaj, Imran Aslam, Daniyal Yousuf, Sohail Malik, Ali Hafiz",Pakistan,2019,2016,TV-14,"128 min","Dramas, Independent Movies, International Movies"
81173255,Movie,"The Heretics","Chad Archibald","Nina Kiri, Ry Barrett, Jorja Cadence, Will King, Nina Richmond",Canada,2019,2017,TV-MA,"88 min","Horror Movies"
81078908,Movie,"The World We Make","Brian Baugh","Caleb Castille, Rose Reid, Kevin Sizemore, Gregory Alan Williams","United States",2019,2019,PG,"108 min","Dramas, Romantic Movies"
81155784,Movie,Watchman,"A. L. Vijay","G.V. Prakash Kumar, Samyuktha Hegde, Suman, Raj Arjun, Yogi Babu, Munishkanth",India,2019,2019,TV-14,"93 min","Comedies, Dramas, International Movies"
80201906,Movie,"Black Panther","Ryan Coogler","Chadwick Boseman, Michael B. Jordan, Lupita Nyong'o, Danai Gurira, Martin Freeman, Daniel Kaluuya, Letitia Wright, Winston Duke, Sterling K. Brown, Angela Bassett, Forest Whitaker, Andy Serkis, Florence Kasumba, John Kani, David S. Lee, Stan Lee","United States",2018,2018,PG-13,"135 min","Action & Adventure, Sci-Fi & Fantasy"
80052612,Movie,"Man Up","Ben Palmer","Lake Bell, Simon Pegg, Ophelia Lovibond, Olivia Williams, Rory Kinnear, Henry Lloyd-Hughes, Ken Stott, Sharon Horgan, Harriet Walter, Stephen Campbell Moore, Dean-Charles Chapman, Phoebe Waller-Bridge","United Kingdom, France",2018,2015,R,"88 min","Comedies, International Movies, Romantic Movies"
80113641,"TV Show",Frequency,,"Peyton List, Riley Smith, Mekhi Phifer, Devin Kelley, Lenny Jacobson, Daniel Bonjour, Anthony Ruivivar","United States",2017,2016,TV-14,"1 Season","Crime TV Shows, TV Dramas, TV Mysteries"
81054495,Movie,"Mo Gilligan: Momentum","Chris Howe","Mo Gilligan","United Kingdom",2019,2019,TV-MA,"64 min","Stand-Up Comedy"
80996949,"TV Show","Adam Ruins Everything",,"Adam Conover, Adam Lustick, Emily Axford","United States",2018,2018,TV-14,"1 Season","TV Comedies"
80239337,"TV Show","Ben 10",,"Tara Strong, Montse Hernandez, David Kaye, Roger Craig Smith, Todd Haberkorn, Dwight Schultz, Daryl Sabara","United States",2018,2016,TV-Y7,"1 Season","Kids' TV"
70212504,Movie,"Big Miracle","Ken Kwapis","Drew Barrymore, John Krasinski, Kristen Bell, Dermot Mulroney, Tim Blake Nelson, Vinessa Shaw, Ted Danson, Stephen Root, Rob Riggle, Michael Gaston","United States, United Kingdom",2018,2012,PG,"107 min","Children & Family Movies, Dramas"
81011682,"TV Show","Christiane Amanpour: Sex & Love Around the World",,,"United States",2018,2018,TV-MA,"1 Season",Docuseries
80128317,"TV Show","The Eighties",,,"United States",2018,2016,TV-PG,"1 Season",Docuseries
81027384,"TV Show","The Nineties",,,"United States",2018,2017,TV-14,"1 Season",Docuseries
80030186,"TV Show","The Seventies",,,"United States",2018,2015,TV-PG,"1 Season",Docuseries
80116921,"TV Show","We Bare Bears",,"Eric Edelstein, Demetri Martin, Bobby Moynihan","United States",2018,2017,TV-Y7,"1 Season","Kids' TV, TV Comedies"
80187061,Movie,"The Mayor","Park In-je","Min-sik Choi, Do-won Kwak, Eun-kyung Shim, So-ri Moon, Mi-ran Ra, Hye-young Ryu, Ki Hong Lee, Sun-gyu Jin, Joo-yeon Lee, Byeong-eun Park","South Korea",2017,2017,TV-MA,"130 min","Dramas, International Movies"
80181555,"TV Show","The Royal House of Windsor",,,"United Kingdom",2017,2017,TV-14,"1 Season","British TV Shows, Docuseries, International TV Shows"
80081155,Movie,"Amanda Knox","Rod Blackhurst, Brian McGinn",,"Denmark, United States",2016,2016,TV-MA,"92 min",Documentaries
80184358,"TV Show",Lovesick,,"Kongyingyong Chonlathorn, Phumphothingam Nawat, Luangsodsai Anupart, Nuchanart Veerakaarn, Chindavanich Primrose, Charnmanoon Pannin, Nungira Hanwutinanon, Ausavaterakul Ausavapat, Sirikiet Saejea, Nontapan Chuenwarin",,2018,2014,TV-14,"1 Season","International TV Shows, Romantic TV Shows, TV Dramas"
80198585,Movie,"The Debt Collector","Jesse V. Johnson","Scott Adkins, Louis Mandylor, Vladimir Kulich, Michael Paré, Rachel Brann, Selina Lo, Tony Todd","United Kingdom, United States",2018,2018,TV-MA,"96 min","Action & Adventure"
70233894,Movie,"Act of Vengeance","Mahsun Kırmızıgül","Haluk Bilginer, Mahsun Kırmızıgül, Mustafa Sandal, Gina Gershon, Robert Patrick, Danny Glover, Engin Altan Düzyatan, Scott William Winters, Sharrieff Pugh","Turkey, United States",2018,2010,NR,"112 min","Action & Adventure, International Movies"
81011955,Movie,"Paradise Lost","Monique Gardenberg","Júlio Andrade, Lee Taylor, Hermila Guedes, Julia Konrad, Erasmo Carlos, Marjorie Estiano, Seu Jorge, Jaloo, Felipe Abib, Humberto Carrão, Malu Galli",Brazil,2018,2018,TV-MA,"111 min","Dramas, Independent Movies, International Movies"
80128722,Movie,"Gerald's Game","Mike Flanagan","Carla Gugino, Bruce Greenwood, Henry Thomas, Carel Struycken, Chiara Aurelia","United States",2017,2017,TV-MA,"103 min","Horror Movies, Thrillers"
80182115,Movie,"Long Shot","Jacob LaMendola",,"United States",2017,2017,TV-14,"40 min",Documentaries
80163293,"TV Show","Mak Cun",,"Erma Fatima, Rahim Razali, Umie Aida, Nora Danish",,2017,2015,TV-PG,"1 Season","International TV Shows, TV Comedies, TV Dramas"
80104068,Movie,"Our Souls at Night","Ritesh Batra","Robert Redford, Jane Fonda, Bruce Dern, Matthias Schoenaerts, Iain Armitage, Judy Greer, Phyllis Somerville","United States",2017,2017,TV-14,"103 min","Dramas, Romantic Movies"
80119349,Movie,"Out of Thin Air","Dylan Howitt",,,2017,2017,TV-14,"85 min","Documentaries, International Movies"
80199032,"TV Show","Paul Hollywood's Big Continental Road Trip",,"Paul Hollywood","United Kingdom",2017,2017,TV-14,"1 Season","British TV Shows, Docuseries, International TV Shows"
80180449,"TV Show","Satu Hari",,"Sara Ali, Remy Ishak, Rita Rudaini, Mirza Salihovic, Hafizul Kamal, Miller Khan",,2017,2014,TV-14,"1 Season","International TV Shows, TV Dramas"
80019931,Movie,"Monster High: Boo York, Boo York","William Lau","Karen Strassman, Celeste Henderson, Wendee Lee, TJ Smith, America Young, Rachel Staman, Laura Bailey","United States",2015,2015,TV-Y7,"72 min","Children & Family Movies, Music & Musicals"
81053893,Movie,"Cultivating the Seas: History and Future of the Full-Cycle Cultured Kindai Tuna","Mana Yasuda",,,2019,2019,TV-G,"45 min","Documentaries, International Movies"
80200087,Movie,Domino,"Brian De Palma","Nikolaj Coster-Waldau, Carice van Houten, Eriq Ebouaney, Guy Pearce, Mohammed Azaay, Søren Malling, Paprika Steen, Helena Kaittani","Denmark, France, Italy, Belgium, Netherlands",2019,2019,R,"89 min","International Movies, Thrillers"
81053892,Movie,"TUNA GIRL","Mana Yasuda","Fuka Koshiba, Tom Fujita, Hidetoshi Hoshida, Hiroto Kanai, Ryosuke Yusa, Shuri Tanaka, Chal Inoue, Takashi Taniguchi, Takeshi Masu",,2019,2019,TV-PG,"90 min","Dramas, International Movies"
81002850,Movie,5CM,"Rizal Mantovani","Herjunot Ali, Raline Shah, Fedi Nuril, Pevita Pearce, Saykoji, Denny Sumargo, Didi Petet, Firrina Sinatrya",Indonesia,2018,2012,TV-14,"126 min","Dramas, International Movies"
81004470,Movie,"Animal World","Han Yan","Li Yi Feng, Zhou Dongyu, Michael Douglas, Bingkun Cao, Ge Wang, Keanu Chi, Zhang Jungyi, Yijuan Li, Su Ke",China,2018,2018,TV-MA,"130 min","Action & Adventure, International Movies, Sci-Fi & Fantasy"
80157072,Movie,"Hold the Dark","Jeremy Saulnier","Jeffrey Wright, Alexander Skarsgård, James Badge Dale, Riley Keough, Julian Black Antelope, Tantoo Cardinal, Macon Blair, Jonathan Whitesell, Peter McRobbie","United States",2018,2018,TV-MA,"126 min","Action & Adventure, Dramas"
81001809,Movie,"Lessons from a School Shooting: Notes from Dunblane","Kim A. Snyder",,"United States",2018,2018,TV-PG,"24 min",Documentaries
80201933,"TV Show","Made in Mexico",,,"United States",2018,2018,TV-MA,"1 Season","International TV Shows, Reality TV, Spanish-Language TV Shows"
81002864,Movie,Single,"Raditya Dika","Raditya Dika, Annisa Rawles, Chandra Liow, Pandji Pragiwaksono, Babe Cabita, Elvira Devinamira, Tinna Harahap, Pevita Pearce, Rinna Hassim, Dede Yusuf, Dewi Hughes",Indonesia,2018,2015,TV-PG,"127 min","Comedies, International Movies, Romantic Movies"
81016750,Movie,"The 3rd Eye","Rocky Soraya","Jessica Mila, Denny Sumargo, Citra Prima, Bianca Hello, Epy Kusnandar, Anita Hara, Derry Drajat, Voke Victoria, Shofia Shireen, Afdhal Yusman",Indonesia,2018,2018,TV-MA,"108 min","Horror Movies, International Movies"
81002866,Movie,"The Sinking Of Van Der Wijck","Sunil Soraya","Herjunot Ali, Pevita Pearce, Reza Rahadian, Randy Nidji, Gesya Shandy, Kevin Andrean, Arzetti Bilbina",Indonesia,2018,2013,TV-14,"163 min","Dramas, International Movies, Romantic Movies"
80992039,Movie,"Two Catalonias","Álvaro Longoria, Gerardo Olivares",,Spain,2018,2018,TV-MA,"117 min","Documentaries, International Movies"
80126507,Movie,"Bobby Sands: 66 Days","Brendan Byrne",,"Ireland, United Kingdom",2017,2016,TV-14,"106 min",Documentaries
80225885,"TV Show","Bard of Blood",,"Emraan Hashmi, Viineet Kumar, Sobhita Dhulipala, Jaideep Ahlawat, Kirti Kulhari, Sohum Shah, Rajit Kapoor, Danish Hussain",India,2019,2019,TV-MA,"1 Season","International TV Shows, TV Action & Adventure, TV Dramas"
81132443,Movie,"Deliha 2","Gupse Özay","Gupse Özay, Eda Ece, Aksel Bonfil, Derya Alabora, Esin Eden, Hülya Duyar, Ali Çelik, Mert Öner",Turkey,2019,2018,TV-PG,"102 min","Comedies, International Movies"
80218107,"TV Show","Dragons: Rescue Riders",,"Nicolas Cantu, Brennley Brown, Zach Callison, Skai Jackson, Noah Kaye Bentley, Andre Robinson, Marsai Martin",,2019,2019,TV-Y,"1 Season","Kids' TV, TV Comedies"
80231903,Movie,"In the Shadow of the Moon","Jim Mickle","Boyd Holbrook, Michael C. Hall, Cleopatra Coleman, Bokeem Woodbine, Rudi Dharmalingam, Rachel Keller","United States",2019,2019,TV-MA,"116 min","Dramas, Sci-Fi & Fantasy, Thrillers"
80220715,"TV Show",Skylines,,"Edin Hasanovic, Peri Baumeister, Murathan Muslu, Erdal Yıldız, Richy Müller, Anna Herrmann, Sahin Eryilmaz, Lisa Maria Potthoff, Carol Schuler, Dustin Jérôme Schanz, Nimo, Christopher Schärf, Slavko Popadic",,2019,2019,TV-MA,"1 Season","Crime TV Shows, International TV Shows, TV Dramas"
81171121,Movie,"Sturgill Simpson Presents Sound & Fury","Jumpei Mizusaki, Koji Morimoto, Michael Arias, Masaru Matsumoto, Arthell Isom, Henry Thurlow, Takanobu Mizuno, Elsa Nakamichi, Hajime Sasaki, Shinji Takagi",,"United States",2019,2019,TV-MA,"42 min","Anime Features, Music & Musicals, Sci-Fi & Fantasy"
80241248,"TV Show","The Politician",,"Ben Platt, Gwyneth Paltrow, Jessica Lange, Zoey Deutch, Lucy Boynton, Bob Balaban, David Corenswet, Julia Schlaepfer, Laura Dreyfuss, Theo Germaine, Rahne Jones, Benjamin Barrett","United States",2019,2019,TV-14,"1 Season","TV Comedies, TV Dramas, Teen TV Shows"
81012295,Movie,"Weeds on Fire","Chi Fat Chan","Liu Kai Chi, Lam Yiu-sing, Tony Tsz-Tung Wu, Poon Chan-leung, Sun Li Man, Tam Sin Yin, Sham Ka Ki, Wang Simin, Jan Lamb","Hong Kong",2018,2016,TV-14,"95 min","Dramas, Independent Movies, International Movies"
80060037,Movie,"Much Loved","Nabil Ayouch","Loubna Abidar, Asmaa Lazrak, Halima Karaouane, Sara El Mhamdi Elaaloui, Abdellah Didane, Danny Boushebel, Carlo Brandt, Camélia Montassere","France, Morocco",2017,2015,TV-MA,"104 min","Dramas, Independent Movies, International Movies"
60003155,Movie,"Joseph: King of Dreams","Rob LaDuca, Robert C. Ramirez","Ben Affleck, Mark Hamill, Richard Herd, Maureen McGovern, Jodi Benson, Judith Light, James Eckhouse, Richard McGonagle, David Campbell, Steven Weber, Dan Castellaneta, Rene Auberjonois, Ken Hudson Campbell, Tom Virtue, Jeff Bennett","United States",2011,2000,TV-PG,"75 min","Children & Family Movies, Dramas, Faith & Spirituality"
81177238,Movie,Malaal,"Mangesh Hadawale","Meezaan Jaffrey, Sharmin Segal, Chinmaya Surve, Anil Gawas, Sonal Jha, Sanjay Gurbaxani, Sameer Dharmadhikari, Deepak Damle",India,2019,2019,TV-14,"133 min","International Movies, Romantic Movies"
70270775,Movie,"The Grandmaster","Wong Kar Wai","Tony Leung Chiu-wai, Zhang Ziyi, Chang Chen, Xiao Shen-Yang, Zhao Benshan, Song Hye-kyo, Wang Qingxiang, Zhang Jin, Lo Hoi-pang, Cung Le, Julian Cheung","Hong Kong, China",2019,2013,PG-13,"108 min","Action & Adventure, Dramas, International Movies"
81025403,"TV Show","The Inmate",,"Ignacio Serricchio, Ana Claudia Talancón, Flavio Medina, Luis Felipe Tovar, Mariana Seoane, Guy Ecker, Isabella Castillo, Bradley Stryker, Gustavo Sánchez Parra, Leonardo Ortizgris, Alejandro Calva, Rodrigo Oviedo, Ramón Medína, Erik Hayser, Tiaré Scanda",Mexico,2019,2018,TV-MA,"1 Season","Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
